order_id,order_date,region,channel,category,product_id,quantity,unit_price,discount_pct,revenue,cost,profit,delivery_days,late_delivery,returned
110366,2025-01-02,Midwest,Retail,Accessories,P023,6,37.76,0.15,192.58,120.4,72.18,6,0,0
106521,2025-01-02,Midwest,Retail,Home,P031,1,86.5,0.1,77.85,46.36,31.49,4,0,0
111151,2025-01-02,Midwest,Retail,Home,P018,1,119.73,0.0,119.73,89.35,30.38,8,1,0
100381,2025-01-02,Southeast,Online,Home,P015,5,86.53,0.2,346.12,218.83,127.29,4,1,0
103234,2025-01-02,West,Online,Accessories,P058,3,47.56,0.0,142.68,100.33,42.35,1,0,0
107212,2025-01-02,Midwest,Partner,Accessories,P023,1,33.03,0.05,31.38,20.05,11.33,3,0,0
103191,2025-01-02,West,Online,Electronics,P047,1,207.36,0.2,165.89,106.95,58.94,3,0,0
102789,2025-01-02,Northeast,Online,Electronics,P051,5,262.34,0.0,1311.7,738.15,573.55,4,1,0
110456,2025-01-02,Southeast,Online,Accessories,P057,5,47.65,0.05,226.34,160.09,66.25,6,0,0
106057,2025-01-02,Northeast,Retail,Office,P039,2,105.26,0.2,168.42,127.44,40.98,3,0,0
101622,2025-01-02,West,Online,Accessories,P018,1,33.32,0.1,29.99,19.81,10.18,4,0,0
114932,2025-01-02,West,Online,Home,P025,5,138.75,0.1,624.38,454.88,169.5,7,0,0
101550,2025-01-02,Northeast,Online,Office,P013,2,95.41,0.0,190.82,117.87,72.95,3,0,0
114406,2025-01-03,Northeast,Online,Electronics,P049,6,291.79,0.0,1750.74,1291.68,459.06,3,0,0
114244,2025-01-03,West,Retail,Electronics,P004,2,326.72,0.1,588.1,398.15,189.95,4,1,0
101190,2025-01-03,West,Retail,Home,P008,3,128.19,0.15,326.88,247.43,79.45,2,0,1
104689,2025-01-03,Southeast,Online,Home,P036,1,107.07,0.0,107.07,63.19,43.88,8,1,0
110848,2025-01-03,Midwest,Retail,Accessories,P017,4,50.69,0.2,162.21,124.23,37.98,3,0,0
110787,2025-01-03,Northeast,Online,Electronics,P039,1,234.81,0.0,234.81,135.82,98.99,3,1,0
112084,2025-01-03,Southeast,Retail,Office,P032,3,90.42,0.0,271.26,174.98,96.28,6,1,0
109982,2025-01-03,Southeast,Retail,Accessories,P026,5,30.88,0.0,154.4,120.21,34.19,8,0,0
110062,2025-01-03,West,Online,Office,P003,4,84.49,0.05,321.06,242.26,78.8,6,1,1
109550,2025-01-03,Southeast,Online,Home,P053,4,120.9,0.1,435.24,316.37,118.87,2,0,0
105719,2025-01-03,Midwest,Online,Home,P031,4,116.7,0.0,466.8,297.52,169.28,9,1,0
102401,2025-01-03,Southeast,Online,Home,P024,5,89.9,0.1,404.55,226.98,177.57,5,0,0
109009,2025-01-03,Northeast,Retail,Home,P024,1,128.17,0.0,128.17,73.59,54.58,5,0,0
102202,2025-01-03,Southeast,Online,Home,P036,5,145.16,0.1,653.22,390.02,263.2,4,0,0
106926,2025-01-03,Northeast,Online,Office,P034,2,80.96,0.05,153.82,112.69,41.13,5,0,0
100465,2025-01-03,Southeast,Online,Home,P002,3,114.66,0.15,292.38,153.91,138.47,3,0,0
100575,2025-01-03,West,Online,Office,P021,6,69.19,0.05,394.38,262.6,131.78,5,0,0
107989,2025-01-03,Southeast,Online,Office,P001,3,90.05,0.05,256.64,136.29,120.35,8,0,0
106878,2025-01-03,Midwest,Retail,Electronics,P049,6,299.12,0.1,1615.25,867.41,747.84,2,0,0
101279,2025-01-03,West,Online,Accessories,P058,1,25.64,0.1,23.08,13.19,9.89,5,0,0
114352,2025-01-03,Midwest,Retail,Accessories,P028,4,52.03,0.0,208.12,153.9,54.22,5,0,1
108989,2025-01-03,Northeast,Retail,Office,P045,3,76.95,0.2,184.68,131.86,52.82,3,0,0
108312,2025-01-03,Midwest,Retail,Home,P030,6,137.37,0.1,741.8,533.48,208.32,1,0,0
100707,2025-01-03,Northeast,Retail,Electronics,P046,5,300.61,0.05,1427.9,991.05,436.85,3,0,0
107727,2025-01-03,Southeast,Online,Home,P042,2,108.16,0.0,216.32,123.62,92.7,5,0,0
114495,2025-01-03,West,Online,Accessories,P046,6,27.28,0.0,163.68,112.29,51.39,5,0,1
111391,2025-01-03,Southeast,Online,Home,P042,3,73.39,0.2,176.14,105.33,70.81,6,1,0
109691,2025-01-03,Midwest,Partner,Office,P049,1,71.12,0.0,71.12,46.14,24.98,4,0,0
108562,2025-01-03,Southeast,Online,Home,P013,3,72.9,0.0,218.7,116.4,102.3,3,0,0
106155,2025-01-03,Southeast,Retail,Office,P022,6,69.16,0.0,414.96,270.27,144.69,4,0,0
114026,2025-01-03,Midwest,Online,Electronics,P040,1,310.88,0.0,310.88,205.92,104.96,4,0,0
112951,2025-01-03,West,Retail,Home,P008,3,138.89,0.15,354.17,193.37,160.8,4,0,0
100104,2025-01-03,Northeast,Retail,Electronics,P060,6,250.71,0.1,1353.83,861.71,492.12,6,0,0
104361,2025-01-03,West,Partner,Office,P035,6,52.29,0.0,313.74,222.98,90.76,3,0,1
104885,2025-01-03,Northeast,Retail,Electronics,P031,4,167.68,0.0,670.72,424.79,245.93,4,1,0
103399,2025-01-03,Southeast,Online,Electronics,P049,5,295.53,0.0,1477.65,999.43,478.22,4,0,0
110902,2025-01-03,Northeast,Retail,Accessories,P041,6,46.48,0.05,264.94,175.96,88.98,6,1,0
104055,2025-01-03,Midwest,Online,Home,P001,2,131.78,0.15,224.03,148.88,75.15,3,0,0
105844,2025-01-03,Southeast,Retail,Home,P046,2,120.94,0.15,205.6,159.82,45.78,8,0,0
108871,2025-01-03,Northeast,Online,Home,P007,1,115.36,0.1,103.82,54.54,49.28,1,0,0
112323,2025-01-03,Southeast,Retail,Home,P028,2,125.24,0.0,250.48,183.29,67.19,3,0,0
101532,2025-01-04,West,Online,Electronics,P032,6,239.45,0.1,1293.03,734.97,558.06,8,1,0
109676,2025-01-04,Southeast,Retail,Home,P045,2,86.38,0.0,172.76,118.03,54.73,4,0,0
113488,2025-01-04,Southeast,Online,Accessories,P030,3,31.67,0.0,95.01,52.19,42.82,5,0,0
112339,2025-01-04,Northeast,Online,Home,P025,1,103.67,0.1,93.3,52.66,40.64,2,0,0
109932,2025-01-04,Southeast,Online,Electronics,P025,1,277.91,0.1,250.12,184.35,65.77,5,0,0
101070,2025-01-04,West,Online,Home,P020,3,94.22,0.2,226.13,162.93,63.2,1,0,0
107969,2025-01-04,Southeast,Online,Electronics,P054,3,288.58,0.05,822.45,593.41,229.04,9,1,0
107585,2025-01-04,Southeast,Online,Accessories,P022,5,39.48,0.0,197.4,119.02,78.38,4,0,0
113023,2025-01-04,Northeast,Partner,Electronics,P024,6,297.58,0.0,1785.48,1376.76,408.72,2,0,0
104768,2025-01-04,Southeast,Online,Office,P041,3,108.29,0.1,292.38,226.37,66.01,8,1,0
104788,2025-01-04,Midwest,Retail,Office,P055,5,76.06,0.1,342.27,224.31,117.96,4,0,0
114870,2025-01-04,West,Retail,Office,P007,2,91.85,0.05,174.52,119.09,55.43,3,0,0
103725,2025-01-04,Southeast,Retail,Electronics,P039,4,229.15,0.0,916.6,498.68,417.92,3,0,0
113220,2025-01-04,Southeast,Online,Office,P046,2,83.9,0.0,167.8,119.48,48.32,5,0,0
101175,2025-01-04,Southeast,Retail,Office,P024,5,79.43,0.1,357.44,241.24,116.2,4,0,0
111250,2025-01-04,Southeast,Partner,Home,P026,1,100.89,0.0,100.89,67.46,33.43,5,0,0
114200,2025-01-04,Northeast,Retail,Electronics,P015,5,260.94,0.0,1304.7,711.93,592.77,4,0,0
111188,2025-01-04,Midwest,Retail,Office,P043,1,73.24,0.1,65.92,40.47,25.45,1,0,0
111844,2025-01-04,West,Retail,Accessories,P014,5,61.12,0.0,305.6,214.47,91.13,4,0,0
101763,2025-01-04,Midwest,Retail,Accessories,P002,2,47.17,0.0,94.34,64.28,30.06,8,1,0
109125,2025-01-04,Southeast,Retail,Accessories,P055,1,22.36,0.2,17.89,11.64,6.25,4,1,0
114935,2025-01-04,Northeast,Online,Office,P047,4,77.06,0.15,262.0,198.74,63.26,3,0,0
112026,2025-01-04,Midwest,Online,Home,P012,1,70.2,0.05,66.69,41.18,25.51,4,0,0
112897,2025-01-04,Southeast,Partner,Electronics,P021,3,305.1,0.0,915.3,646.32,268.98,5,0,0
101807,2025-01-04,West,Online,Electronics,P005,6,217.23,0.0,1303.38,858.98,444.4,3,0,0
105603,2025-01-04,Northeast,Partner,Electronics,P003,1,272.65,0.05,259.02,176.58,82.44,6,1,0
106591,2025-01-04,Northeast,Partner,Home,P036,3,108.37,0.2,260.09,157.65,102.44,2,0,1
112631,2025-01-04,Northeast,Online,Electronics,P053,5,309.84,0.1,1394.28,814.28,580.0,4,0,0
106754,2025-01-04,Southeast,Retail,Office,P060,1,56.77,0.15,48.25,32.17,16.08,4,0,0
103799,2025-01-04,Midwest,Online,Office,P041,4,24.85,0.05,94.43,64.74,29.69,2,0,0
102443,2025-01-04,West,Online,Electronics,P059,4,233.43,0.05,887.03,621.58,265.45,4,0,0
100303,2025-01-04,Southeast,Online,Office,P010,4,90.3,0.0,361.2,200.13,161.07,4,0,0
104131,2025-01-04,Midwest,Online,Home,P047,3,170.62,0.05,486.27,318.29,167.98,6,1,0
109199,2025-01-05,West,Online,Electronics,P013,5,275.49,0.05,1308.58,902.77,405.81,6,0,1
104393,2025-01-05,Midwest,Online,Home,P005,6,92.69,0.15,472.72,254.95,217.77,4,0,0
113057,2025-01-05,Southeast,Partner,Office,P019,5,77.3,0.1,347.85,254.09,93.76,6,1,0
113341,2025-01-05,Northeast,Retail,Accessories,P039,2,28.79,0.2,46.06,28.28,17.78,4,0,0
112992,2025-01-05,Midwest,Online,Office,P012,4,89.64,0.1,322.7,223.24,99.46,4,0,0
113031,2025-01-05,Midwest,Partner,Electronics,P052,5,352.49,0.05,1674.33,1283.26,391.07,2,0,0
113250,2025-01-05,Midwest,Retail,Home,P044,2,99.04,0.0,198.08,105.81,92.27,2,0,0
114124,2025-01-05,West,Partner,Electronics,P035,1,293.1,0.15,249.14,192.61,56.53,3,0,0
108610,2025-01-05,West,Online,Home,P059,1,89.76,0.1,80.78,46.22,34.56,4,0,0
111959,2025-01-05,Midwest,Online,Electronics,P026,5,333.21,0.15,1416.14,756.74,659.4,11,1,0
110863,2025-01-05,Southeast,Online,Accessories,P005,2,30.27,0.2,48.43,25.27,23.16,9,0,0
106436,2025-01-05,Northeast,Retail,Home,P023,1,128.75,0.05,122.31,71.19,51.12,4,0,0
106642,2025-01-05,Southeast,Partner,Accessories,P010,6,51.87,0.0,311.22,196.03,115.19,5,0,0
105916,2025-01-05,Southeast,Online,Office,P033,2,74.34,0.2,118.94,70.59,48.35,7,0,0
106747,2025-01-05,Midwest,Retail,Office,P004,6,84.47,0.0,506.82,369.6,137.22,3,0,0
100801,2025-01-05,Midwest,Online,Electronics,P015,4,177.79,0.05,675.6,356.82,318.78,3,0,0
105438,2025-01-05,Southeast,Online,Electronics,P019,3,174.41,0.05,497.07,302.3,194.77,7,0,0
112146,2025-01-05,Midwest,Retail,Office,P027,5,78.36,0.0,391.8,212.69,179.11,2,0,0
100790,2025-01-05,Southeast,Online,Accessories,P005,4,33.08,0.05,125.7,92.23,33.47,5,0,0
105880,2025-01-05,West,Online,Electronics,P023,6,340.59,0.2,1634.83,1020.77,614.06,5,1,1
110610,2025-01-05,West,Online,Office,P027,4,80.51,0.0,322.04,237.88,84.16,4,0,0
106151,2025-01-05,West,Partner,Accessories,P014,2,21.55,0.05,40.94,30.88,10.06,1,0,0
114812,2025-01-05,West,Retail,Home,P060,2,160.21,0.0,320.42,225.27,95.15,4,0,0
103904,2025-01-05,Southeast,Online,Electronics,P046,5,284.01,0.05,1349.05,1001.95,347.1,1,0,0
109933,2025-01-05,Southeast,Retail,Electronics,P043,1,192.33,0.0,192.33,112.78,79.55,5,0,0
105078,2025-01-05,West,Online,Home,P003,2,145.13,0.2,232.21,153.98,78.23,5,0,0
107517,2025-01-05,Northeast,Online,Home,P012,3,99.51,0.05,283.6,152.72,130.88,4,0,0
107581,2025-01-05,Northeast,Online,Home,P055,6,129.05,0.15,658.16,461.28,196.88,7,1,0
101682,2025-01-05,Southeast,Retail,Office,P055,2,126.39,0.0,252.78,157.6,95.18,4,0,0
103822,2025-01-05,Southeast,Online,Office,P039,1,100.69,0.0,100.69,74.67,26.02,5,0,0
103136,2025-01-06,Southeast,Partner,Office,P006,3,71.94,0.15,183.45,103.9,79.55,2,0,0
111372,2025-01-06,Southeast,Retail,Electronics,P033,1,188.67,0.15,160.37,88.41,71.96,5,0,0
108619,2025-01-06,West,Online,Office,P014,4,67.6,0.0,270.4,183.8,86.6,1,0,0
103103,2025-01-06,West,Retail,Home,P041,6,82.91,0.1,447.71,337.24,110.47,2,0,0
111324,2025-01-06,Northeast,Retail,Accessories,P006,3,49.26,0.0,147.78,96.96,50.82,5,0,0
111085,2025-01-06,Northeast,Online,Accessories,P013,1,35.22,0.05,33.46,25.95,7.51,4,0,0
104104,2025-01-06,West,Online,Home,P044,4,126.16,0.15,428.94,249.55,179.39,5,0,0
111922,2025-01-06,West,Online,Electronics,P025,3,315.05,0.1,850.64,460.53,390.11,4,0,0
100410,2025-01-06,Northeast,Online,Electronics,P008,5,254.67,0.15,1082.35,632.43,449.92,3,1,0
108991,2025-01-06,Northeast,Retail,Home,P050,2,99.34,0.05,188.75,126.93,61.82,3,0,0
104230,2025-01-06,Southeast,Online,Home,P042,6,119.87,0.0,719.22,482.45,236.77,8,0,0
110193,2025-01-06,West,Online,Office,P011,4,98.75,0.15,335.75,236.82,98.93,4,0,0
104046,2025-01-06,Midwest,Online,Accessories,P024,4,42.17,0.05,160.25,105.32,54.93,2,0,0
109285,2025-01-06,Northeast,Partner,Home,P007,2,121.33,0.05,230.53,165.42,65.11,4,0,0
109681,2025-01-06,Midwest,Online,Home,P015,1,106.78,0.1,96.1,54.68,41.42,6,0,0
109632,2025-01-06,Southeast,Online,Office,P050,1,99.17,0.05,94.21,62.27,31.94,5,0,0
108836,2025-01-06,Southeast,Online,Home,P038,2,111.7,0.0,223.4,159.44,63.96,3,0,0
101121,2025-01-06,West,Online,Home,P006,2,106.88,0.05,203.07,114.45,88.62,7,1,0
112975,2025-01-06,West,Online,Electronics,P035,2,278.35,0.0,556.7,371.55,185.15,3,0,0
107135,2025-01-06,Southeast,Online,Office,P032,6,47.87,0.05,272.86,169.24,103.62,3,1,1
113796,2025-01-06,Midwest,Partner,Accessories,P004,4,28.2,0.15,95.88,60.81,35.07,4,0,0
106527,2025-01-06,Northeast,Partner,Electronics,P047,2,367.78,0.0,735.56,546.21,189.35,5,1,0
113159,2025-01-06,Southeast,Partner,Home,P040,4,141.47,0.05,537.59,402.43,135.16,2,0,0
107992,2025-01-06,Southeast,Retail,Office,P050,6,90.02,0.2,432.1,265.95,166.15,7,0,0
114784,2025-01-06,Midwest,Partner,Office,P045,1,119.97,0.1,107.97,82.25,25.72,4,0,0
105142,2025-01-06,Northeast,Retail,Electronics,P034,6,210.95,0.05,1202.41,831.67,370.74,4,0,0
100839,2025-01-06,Northeast,Retail,Office,P018,1,62.84,0.0,62.84,37.76,25.08,2,0,0
113247,2025-01-06,Southeast,Retail,Home,P022,4,131.72,0.1,474.19,301.46,172.73,6,0,0
107227,2025-01-06,Northeast,Online,Home,P026,6,96.29,0.1,519.97,400.2,119.77,3,0,0
107721,2025-01-06,Southeast,Retail,Electronics,P057,5,202.99,0.2,811.96,463.54,348.42,4,0,0
104931,2025-01-06,Southeast,Online,Electronics,P040,1,178.48,0.0,178.48,117.67,60.81,4,0,0
107489,2025-01-06,Northeast,Partner,Home,P056,2,132.1,0.0,264.2,159.02,105.18,4,0,0
113474,2025-01-06,Northeast,Online,Office,P054,4,67.54,0.2,216.13,139.81,76.32,6,0,0
107599,2025-01-06,West,Online,Office,P019,3,87.08,0.05,248.18,172.94,75.24,3,0,0
113293,2025-01-06,West,Retail,Home,P038,1,158.08,0.0,158.08,90.42,67.66,6,1,0
106471,2025-01-06,West,Retail,Accessories,P044,3,30.51,0.2,73.22,46.38,26.84,2,1,0
113654,2025-01-06,Southeast,Online,Home,P060,4,117.37,0.05,446.01,239.12,206.89,4,0,0
107602,2025-01-06,Northeast,Retail,Home,P044,5,101.6,0.0,508.0,340.18,167.82,3,0,0
114989,2025-01-06,Midwest,Partner,Electronics,P029,2,314.4,0.05,597.36,346.76,250.6,6,1,0
106281,2025-01-06,Northeast,Online,Home,P035,6,147.29,0.2,706.99,495.87,211.12,4,0,0
101038,2025-01-06,West,Online,Office,P003,2,100.71,0.05,191.35,119.79,71.56,2,0,0
106142,2025-01-06,Midwest,Online,Electronics,P023,5,227.47,0.0,1137.35,712.63,424.72,7,1,1
108509,2025-01-06,Northeast,Partner,Home,P042,3,125.32,0.1,338.36,200.38,137.98,4,0,0
100889,2025-01-06,Northeast,Online,Home,P030,3,98.39,0.0,295.17,178.49,116.68,3,0,0
114139,2025-01-06,West,Retail,Home,P044,6,63.85,0.15,325.64,249.75,75.89,7,0,1
108444,2025-01-06,Midwest,Online,Accessories,P001,2,25.16,0.0,50.32,38.05,12.27,3,0,0
101366,2025-01-07,Northeast,Retail,Home,P003,4,65.1,0.2,208.32,132.55,75.77,2,1,0
114083,2025-01-07,West,Online,Home,P002,1,98.81,0.0,98.81,53.64,45.17,8,0,0
105068,2025-01-07,Southeast,Online,Home,P032,2,110.38,0.1,198.68,131.23,67.45,6,1,0
114717,2025-01-07,Midwest,Retail,Accessories,P038,3,39.4,0.0,118.2,61.84,56.36,3,0,0
113502,2025-01-07,Midwest,Online,Office,P007,3,75.72,0.1,204.44,132.78,71.66,3,1,0
101624,2025-01-07,Southeast,Partner,Electronics,P020,1,214.38,0.15,182.22,107.82,74.4,5,0,0
105745,2025-01-07,Southeast,Online,Electronics,P017,3,389.72,0.05,1110.7,836.08,274.62,5,0,0
100415,2025-01-07,West,Retail,Home,P032,6,115.21,0.0,691.26,449.8,241.46,7,1,0
111144,2025-01-07,Southeast,Online,Electronics,P014,1,269.81,0.1,242.83,170.19,72.64,5,1,0
103505,2025-01-07,Midwest,Retail,Electronics,P019,2,212.22,0.0,424.44,235.57,188.87,4,0,0
110183,2025-01-07,Northeast,Online,Accessories,P022,3,41.68,0.05,118.79,82.93,35.86,3,0,0
103898,2025-01-07,Midwest,Retail,Office,P002,2,84.66,0.0,169.32,89.77,79.55,6,0,0
100478,2025-01-07,West,Online,Home,P055,3,113.61,0.0,340.83,180.31,160.52,8,1,0
103858,2025-01-07,West,Online,Electronics,P043,6,295.92,0.0,1775.52,1094.6,680.92,2,0,0
110357,2025-01-07,Midwest,Retail,Home,P045,5,119.58,0.1,538.11,386.0,152.11,4,0,0
110463,2025-01-07,Northeast,Online,Electronics,P048,4,355.64,0.05,1351.43,995.96,355.47,4,0,0
109584,2025-01-07,West,Partner,Electronics,P031,6,286.04,0.15,1458.8,1114.09,344.71,2,0,0
102975,2025-01-07,Northeast,Partner,Electronics,P008,1,282.31,0.05,268.19,191.01,77.18,6,1,0
110915,2025-01-07,Southeast,Partner,Electronics,P020,2,290.05,0.05,551.1,307.96,243.14,5,0,0
107064,2025-01-07,West,Online,Electronics,P039,3,347.01,0.0,1041.03,648.62,392.41,2,0,0
101652,2025-01-07,Southeast,Online,Office,P048,1,97.96,0.15,83.27,61.67,21.6,3,1,0
111519,2025-01-07,Southeast,Retail,Office,P057,1,86.19,0.15,73.26,52.29,20.97,8,1,0
109547,2025-01-07,Southeast,Online,Home,P027,4,141.4,0.1,509.04,333.91,175.13,7,1,1
108945,2025-01-07,Southeast,Online,Home,P001,2,137.25,0.0,274.5,177.88,96.62,6,1,0
114693,2025-01-07,Southeast,Online,Home,P006,2,117.68,0.1,211.82,120.4,91.42,3,0,0
109002,2025-01-07,Southeast,Retail,Home,P042,4,107.45,0.0,429.8,272.74,157.06,4,0,0
112822,2025-01-07,West,Partner,Office,P044,6,77.39,0.05,441.12,289.57,151.55,4,0,0
113202,2025-01-07,West,Partner,Electronics,P015,4,323.46,0.05,1229.15,695.23,533.92,5,0,0
113239,2025-01-07,Midwest,Partner,Accessories,P052,4,30.68,0.1,110.45,80.48,29.97,7,0,0
112891,2025-01-07,Northeast,Online,Electronics,P030,5,321.2,0.15,1365.1,855.55,509.55,4,0,0
